214	0
574	0
875	0
1081	0
1348	0
1655	0
2070	0
2327	0
2674	0
3019	0
3347	0
3811	0
4139	0
4540	0
4829	0
5138	0
5449	0
5736	0
6074	0
6432	0
6768	0
7104	0
7491	0
7832	0
8151	0
8471	0
8761	0
9078	0
9361	0
9633	0
9979	0
290	1
588	1
899	1
1176	1
1520	1
1748	1
2038	1
2369	1
2661	1
3048	1
3385	1
3685	1
3995	1
4372	1
4685	1
4861	1
5212	1
5565	1
5940	1
6310	1
6565	1
6893	1
7273	1
7594	1
7838	1
8176	1
8458	1
8754	1
9029	1
9325	1
9596	1
9949	1
119	2
455	2
699	2
1004	2
1376	2
1718	2
2015	2
2307	2
2823	2
3184	2
3420	2
3797	2
4065	2
4363	2
4602	2
4983	2
5317	2
5648	2
5919	2
6255	2
6567	2
6928	2
7289	2
7673	2
8060	2
8393	2
8676	2
8892	2
9180	2
9481	2
9733	2
431	3
762	3
1174	3
1428	3
1656	3
2056	3
2398	3
2696	3
3005	3
3320	3
3624	3
3919	3
4229	3
4538	3
4907	3
5139	3
5368	3
5649	3
5981	3
6271	3
6553	3
6879	3
7147	3
7522	3
7852	3
8265	3
8516	3
8828	3
9078	3
9423	3
9696	3
128	4
324	4
624	4
929	4
1224	4
1552	4
1866	4
2161	4
2464	4
2746	4
2983	4
3278	4
3573	4
3913	4
4220	4
4609	4
4874	4
5186	4
5513	4
5787	4
6127	4
6492	4
6752	4
7040	4
7303	4
7620	4
7932	4
8246	4
8547	4
8914	4
9229	4
9486	4
9819	4
135	5
421	5
787	5
1138	5
1388	5
1693	5
2004	5
2401	5
2739	5
3094	5
3352	5
3493	5
3782	5
3992	5
4296	5
4577	5
4861	5
5248	5
5579	5
5984	5
6259	5
6586	5
6854	5
7225	5
7537	5
7810	5
8055	5
8361	5
8707	5
8934	5
9173	5
9463	5
9764	5
367	6
641	6
956	6
1310	6
1620	6
1932	6
2307	6
2521	6
2799	6
3188	6
3546	6
3856	6
4184	6
4475	6
4818	6
5134	6
5414	6
5665	6
6057	6
6309	6
6583	6
6819	6
7091	6
7378	6
7836	6
8212	6
8560	6
8900	6
9228	6
9506	6
9843	6
338	7
617	7
899	7
1321	7
1629	7
1991	7
2291	7
2601	7
2872	7
3225	7
3542	7
3794	7
4079	7
4267	7
4551	7
4800	7
5072	7
5366	7
5589	7
5880	7
6240	7
6590	7
6940	7
7237	7
7547	7
7843	7
8133	7
8457	7
8755	7
9130	7
9435	7
9732	7
489	8
794	8
1135	8
1478	8
1761	8
2046	8
2373	8
2688	8
3011	8
3291	8
3644	8
4027	8
4408	8
4748	8
5016	8
5398	8
5713	8
6006	8
6272	8
6559	8
6773	8
7119	8
7459	8
7812	8
8122	8
8334	8
8662	8
9112	8
9441	8
9766	8
279	9
446	9
739	9
1062	9
1409	9
1817	9
2165	9
2474	9
2753	9
3016	9
3289	9
3630	9
3920	9
4136	9
4599	9
4930	9
5218	9
5441	9
5722	9
5912	9
6231	9
6539	9
6889	9
7200	9
7569	9
7916	9
8254	9
8552	9
8922	9
9231	9
9534	9
9853	9
299	10
627	10
952	10
1242	10
1516	10
1961	10
2212	10
2528	10
3004	10
3213	10
3566	10
3831	10
4160	10
4465	10
4765	10
5135	10
5477	10
5724	10
5990	10
6213	10
6527	10
6800	10
7098	10
7414	10
7711	10
7999	10
8261	10
8591	10
8913	10
9249	10
9555	10
9890	10
134	11
366	11
630	11
939	11
1264	11
1563	11
1870	11
2139	11
2412	11
2722	11
3076	11
3361	11
3706	11
4006	11
4350	11
4606	11
4993	11
5205	11
5461	11
5899	11
6242	11
6563	11
6879	11
7144	11
7492	11
7833	11
8105	11
8294	11
8589	11
8921	11
9149	11
9543	11
9751	11
111	12
488	12
849	12
1247	12
1615	12
1923	12
2180	12
2516	12
2719	12
2956	12
3235	12
3490	12
3790	12
4098	12
4434	12
4683	12
5015	12
5371	12
5741	12
6047	12
6383	12
6726	12
7100	12
7378	12
7676	12
7957	12
8157	12
8434	12
8773	12
9110	12
9430	12
9787	12
281	13
628	13
898	13
1222	13
1499	13
1798	13
2250	13
2564	13
2891	13
3238	13
3553	13
3796	13
3996	13
4308	13
4676	13
4987	13
5317	13
5632	13
5953	13
6285	13
6736	13
7083	13
7394	13
7680	13
7840	13
8131	13
8522	13
8852	13
9201	13
9506	13
9837	13
300	14
665	14
962	14
1340	14
1630	14
2002	14
2279	14
2548	14
2879	14
3222	14
3533	14
3887	14
4168	14
4462	14
4669	14
5123	14
5484	14
5731	14
6214	14
6525	14
6768	14
7098	14
7442	14
7711	14
8071	14
8424	14
8897	14
9169	14
9446	14
9824	14
