1356	0
3561	0
4967	0
5832	0
6586	0
7460	0
9400	0
3630	1
7107	1
8124	1
2065	2
6596	2
9451	2
3626	3
7737	3
9364	3
670	4
3119	4
3965	4
7105	4
2463	5
3126	5
4017	5
4920	5
6540	5
8778	5
9970	5
707	6
3959	6
4546	6
8086	6
1356	7
2014	7
3114	7
4011	7
4922	7
7058	7
3083	8
4943	8
7518	8
9146	8
2570	9
5310	9
6550	9
8017	9
600	10
3503	10
5671	10
7056	10
8087	10
9374	10
6109	11
7109	11
9413	11
2097	12
3125	12
9718	12
2062	13
6525	13
9396	13
2524	14
4455	14
6422	14
8647	14
9421	14
5313	15
7240	15
9504	15
3949	16
4939	16
5582	16
7109	16
8499	16
1008	17
2075	17
4490	17
5335	17
6091	17
7103	17
8849	17
2122	18
3325	18
4482	18
5290	18
7131	18
721	19
1899	19
2524	19
3921	19
5322	19
6649	19
8299	19
9978	19
693	20
3112	20
6384	20
7040	20
1903	21
4932	21
8072	21
9976	21
915	22
1901	22
6548	22
8878	22
1357	23
3122	23
4042	23
5344	23
7101	23
9432	23
2805	24
4937	24
5656	24
7092	24
8120	24
9333	24
1318	25
2084	25
4200	25
7524	25
8383	25
1890	26
3633	26
5707	26
7682	26
1365	27
3486	27
6546	27
9226	27
2510	28
4499	28
4934	28
7638	28
8844	28
884	29
2441	29
3586	29
4937	29
6068	29
8449	29
2064	30
3119	30
5328	30
6560	30
8141	30
9421	30
1341	31
2543	31
9420	31
674	32
3101	32
4927	32
1135	33
4486	33
7068	33
8057	33
8823	33
1319	34
8814	34
9429	34
5696	35
8043	35
1043	36
2458	36
3783	36
5673	36
8567	36
9971	36
1330	37
3125	37
3658	37
8879	37
9412	37
1340	38
2500	38
3992	38
6052	38
8106	38
8874	38
1335	39
2113	39
4042	39
8340	39
1333	40
3067	40
5318	40
7117	40
9248	40
615	41
1333	41
3614	41
4924	41
6493	41
7907	41
1852	42
2491	42
5636	42
7123	42
8471	42
9891	42
1331	43
3625	43
5494	43
6111	43
7051	43
8727	43
9445	43
3128	44
4027	44
4924	44
6108	44
8234	44
4962	45
6094	45
8882	45
9756	45
730	46
1851	46
3004	46
3598	46
4914	46
7010	46
9272	46
588	47
2488	47
3112	47
4930	47
692	48
2499	48
4526	48
6097	48
7635	48
8248	48
9429	48
1354	49
3623	49
5807	49
6583	49
8120	49
9995	49
2108	50
2490	50
4915	50
5861	50
6666	50
8773	50
2490	51
3598	51
4006	51
5332	51
6083	51
8057	51
9435	51
1280	52
3119	52
4503	52
7071	52
7619	52
1350	53
4914	53
6071	53
7117	53
651	54
4921	54
6081	54
7101	54
9429	54
1336	55
2476	55
7089	55
8297	55
3625	56
7506	56
9970	56
3598	57
3992	57
5947	57
8582	57
9430	57
9978	57
632	58
1299	58
2467	58
3801	58
4932	58
7549	58
9391	58
2369	59
3570	59
4921	59
7091	59
8460	59
2494	60
3634	60
4934	60
6072	60
7117	60
8010	60
2101	61
3052	61
4384	61
5659	61
9444	61
2436	62
4883	62
5709	62
7060	62
9349	62
3620	63
5233	63
7051	63
846	64
2103	64
4944	64
7105	64
8298	64
9388	64
1284	65
2493	65
4942	65
5784	65
7989	65
1348	66
4016	66
5304	66
6465	66
8091	66
1348	67
5339	67
6455	67
7104	67
8853	67
9981	67
880	68
2433	68
7140	68
8673	68
9434	68
2145	69
7007	69
9434	69
1342	70
5715	70
7179	70
5671	71
7511	71
9408	71
1344	72
3623	72
5682	72
7113	72
8789	72
9429	72
1272	73
2462	73
4938	73
5701	73
7089	73
9421	73
2659	74
3598	74
5334	74
7606	74
3118	75
4906	75
5768	75
7068	75
2692	76
3854	76
4535	76
8812	76
9862	76
1331	77
2489	77
3615	77
5354	77
6561	77
7756	77
8780	77
9959	77
3121	78
3983	78
6563	78
8877	78
864	79
1864	79
2474	79
629	80
2074	80
3122	80
3575	80
5307	80
7008	80
9433	80
1322	81
4395	81
5675	81
7062	81
7628	81
9220	81
2501	82
4941	82
7089	82
9226	82
9962	82
1495	83
8848	83
9430	83
1454	84
2494	84
3596	84
7072	84
8708	84
2488	85
3607	85
7093	85
8086	85
9439	85
6552	86
9426	86
894	87
1939	87
3109	87
4398	87
6942	87
7509	87
8483	87
899	88
2494	88
4927	88
6543	88
9392	88
1450	89
6020	89
9376	89
3119	90
4520	90
7080	90
4369	91
4955	91
6540	91
8461	91
9159	91
2497	92
3117	92
4932	92
5743	92
9425	92
4936	93
6536	93
7640	93
9973	93
943	94
3551	94
5354	94
8445	94
1291	95
2489	95
3594	95
4254	95
5334	95
7469	95
8098	95
9063	95
3614	96
5749	96
8475	96
2104	97
3576	97
4469	97
6073	97
7083	97
7681	97
9441	97
2067	98
3577	98
7353	98
9961	98
1295	99
2493	99
3969	99
5318	99
9415	99
2059	100
3088	100
3847	100
5352	100
7557	100
2029	101
3225	101
4923	101
6548	101
8814	101
3596	102
6550	102
9429	102
645	103
5668	103
6543	103
8107	103
1346	104
2459	104
3114	104
4547	104
5758	104
7082	104
8860	104
624	105
4494	105
5715	105
6751	105
9403	105
1341	106
4034	106
5852	106
7093	106
8827	106
878	107
4025	107
5325	107
7071	107
8099	107
9395	107
1352	108
3130	108
4527	108
5040	108
7622	108
9203	108
4512	109
5660	109
7096	109
9972	109
1351	110
2348	110
3626	110
5654	110
7101	110
8445	110
9970	110
710	111
2104	111
3127	111
7071	111
8468	111
2729	112
3576	112
5384	112
7028	112
8103	112
1332	113
6548	113
8085	113
3120	114
3995	114
5682	114
8831	114
1313	115
3575	115
5248	115
7538	115
8314	115
9963	115
2524	116
3607	116
4522	116
9429	116
1331	117
4489	117
5973	117
7083	117
8109	117
9385	117
2493	118
6056	118
8829	118
9971	118
2443	119
4941	119
7064	119
8094	119
1493	120
5290	120
7651	120
9430	120
1990	121
3980	121
7124	121
9431	121
3533	122
5737	122
8331	122
9917	122
723	123
2111	123
4828	123
5700	123
7510	123
2493	124
5711	124
6537	124
8087	124
1357	125
1975	125
4381	125
4946	125
6047	125
7116	125
9417	125
2090	126
5480	126
8053	126
8543	126
9429	126
1354	127
2554	127
5320	127
6589	127
9756	127
2480	128
4782	128
7452	128
8105	128
841	129
2091	129
3812	129
6052	129
7106	129
9424	129
3560	130
7088	130
8295	130
9337	130
1343	131
2115	131
3066	131
4501	131
5337	131
6213	131
7064	131
7591	131
940	132
2503	132
4027	132
5347	132
6065	132
8088	132
8785	132
869	133
1353	133
3626	133
6498	133
7069	133
8088	133
9322	133
4506	134
5660	134
6564	134
7669	134
8858	134
9666	134
1344	135
2508	135
3121	135
4923	135
8041	135
1252	136
5916	136
6561	136
9429	136
1351	137
2864	137
3995	137
4920	137
8880	137
1342	138
2451	138
3607	138
9541	138
2488	139
4010	139
5323	139
7330	139
910	140
7124	140
8087	140
9437	140
4510	141
5686	141
6645	141
7504	141
8828	141
1394	142
7099	142
9437	142
2510	143
3589	143
6637	143
7576	143
8418	143
9378	143
1343	144
2477	144
4016	144
6585	144
7452	144
1511	145
3529	145
4954	145
6056	145
8328	145
5825	146
8104	146
9430	146
3566	147
6093	147
8815	147
9450	147
753	148
2500	148
3130	148
5264	148
6528	148
3552	149
7644	149
2194	150
4929	150
8505	150
1314	151
2113	151
3847	151
7071	151
9920	151
621	152
2521	152
4935	152
7093	152
7989	152
9168	152
9892	152
899	153
2476	153
3624	153
4929	153
6068	153
8084	153
9227	153
2491	154
3623	154
5366	154
7052	154
9322	154
9891	154
1460	155
2468	155
4941	155
8790	155
1345	156
3938	156
5296	156
6073	156
6547	156
9364	156
1666	157
3118	157
5643	157
7468	157
8554	157
874	158
2051	158
6552	158
8824	158
9432	158
883	159
2468	159
4533	159
7091	159
8089	159
9418	159
1321	160
2541	160
3575	160
5798	160
6587	160
7102	160
8534	160
2491	161
4350	161
5713	161
6541	161
7113	161
8068	161
8659	161
1309	162
2493	162
4487	162
6060	162
8865	162
9990	162
1173	163
2103	163
3614	163
5752	163
8876	163
1335	164
2533	164
4001	164
4933	164
5693	164
7085	164
8128	164
1339	165
3571	165
7101	165
8859	165
1345	166
2094	166
4528	166
6094	166
7088	166
7831	166
9449	166
2489	167
5300	167
8675	167
9420	167
1954	168
3646	168
5288	168
6060	168
7465	168
8886	168
680	169
2492	169
3579	169
5025	169
7037	169
8087	169
8710	169
9971	169
1929	170
2479	170
5897	170
7075	170
7876	170
9975	170
1317	171
2075	171
5342	171
6544	171
8753	171
2075	172
3121	172
3896	172
5304	172
6562	172
725	173
2082	173
3580	173
6691	173
8117	173
2479	174
3557	174
3999	174
4945	174
5764	174
7656	174
8843	174
9445	174
3105	175
4306	175
5585	175
6568	175
8752	175
911	176
2045	176
3129	176
6542	176
8488	176
2473	177
3972	177
6459	177
7112	177
9429	177
1164	178
2086	178
3633	178
4931	178
5687	178
6546	178
7408	178
8850	178
2079	179
4530	179
4969	179
9403	179
2078	180
9409	180
1903	181
6620	181
8749	181
9876	181
3113	182
4380	182
6545	182
7581	182
9435	182
1477	183
4017	183
4899	183
5671	183
7956	183
1340	184
2082	184
2507	184
3582	184
4931	184
6564	184
3470	185
5358	185
6550	185
8099	185
3627	186
6484	186
943	187
6405	187
8109	187
1358	188
2057	188
3118	188
3590	188
5676	188
6632	188
7702	188
2535	189
3120	189
6562	189
8531	189
648	190
3562	190
4938	190
5711	190
6548	190
9208	190
9908	190
667	191
2472	191
4920	191
7091	191
942	192
2510	192
5951	192
7084	192
8783	192
3559	193
3997	193
5306	193
7091	193
1949	194
4017	194
7644	194
9397	194
3097	195
4492	195
6073	195
6760	195
9417	195
3573	196
5651	196
7113	196
8121	196
8710	196
2039	197
5705	197
7351	197
8741	197
9430	197
2557	198
4515	198
6088	198
6795	198
8839	198
817	199
1347	199
3073	199
4014	199
7108	199
9431	199
2513	200
4517	200
6531	200
7626	200
8094	200
8875	200
1322	201
4919	201
6552	201
7648	201
1315	202
2092	202
3119	202
